-0.05914144,-0.21277182,0.06622771,-0.08544233,0.1905511
0.0025325678,-0.29944628,0.09288901,0.09775502,0.12862895
0.07730173,-0.0049865944,0.13697927,0.1345336,-0.18013737
0.10732972,-0.15286058,0.008659437,-0.16513728,0.032080617
0.08595872,-0.22723399,0.09765742,0.012983597,0.16925202
-0.17677675,-0.12804,0.19031036,0.13270418,-0.08124629
0.13270251,0.18378612,0.13975275,-0.26701495,0.064839065
-0.049415488,0.018214162,-0.21348831,0.26928478,-0.095277935
0.19147474,-0.19724856,0.2085847,-0.2709362,0.22039132
0.081277266,-0.22046462,-0.017589455,-0.06101302,0.1509974
0.07035407,-0.073164955,-0.03328741,-0.056374367,0.020315977
0.03952045,0.11829891,0.013144208,0.046377227,-0.14152354
-0.20028503,-0.21146454,0.1905727,0.21731336,0.017345238
0.06647882,-0.012146201,-0.14311844,0.01472056,0.07477211
0.028847279,-0.05246966,0.15023863,0.05954329,0.17368028
